USN ,rural/ urban area,Which teaching methods helped your learning? ,Were you prepared to take this course based on prior coursework?,"How much time did you spend weekly on this course outside of class for C01?
",How much time did you spend weekly on this course outside of class for C02? ,How much time did you spend weekly on this course outside of class for C03? ,How much time did you spend weekly on this course outside of class for C04? ,What level have you achieved in the course outcomes for C01?,What level have you achieved in the course outcomes for C02?,What level have you achieved in the course outcomes for C03?,What level have you achieved in the course outcomes for C04?,What were the key aspects of your efforts in CO1?,What were the key aspects of your efforts in CO2?,What were the key aspects of your efforts in CO3?,What were the key aspects of your efforts in CO4?,"
How satisfied are you with C01?","
How satisfied are you with C02?","
How satisfied are you with C03?","
How satisfied are you with C04?",List strategies for learning the course outcomes for C01,List strategies for learning the course outcomes for C02,List strategies for learning the course outcomes for C03,List strategies for learning the course outcomes for C04,"How many marks will you give yourself for C01? 
","How many marks will you give yourself for C02? 
",How many marks will you give yourself for C03?,How many marks will you give yourself for C04?,"If your marks are low in C01, who do you blame for your performance?","If your marks are low in C02, who do you blame for your performance?","If your marks are low in C03, who do you blame for your performance?","If your marks are low in C04, who do you blame for your performance?",Would more faculty concern improve your learning in C01?,Would more faculty concern improve your learning in C02?,Would more faculty concern improve your learning in C03?,Would more faculty concern improve your learning in C04?,Would more outside help improve your learning in C01?,Would more outside help improve your learning in C01?,Would more outside help improve your learning in C01?,Would more outside help improve your learning in C01?,Your overall feedback about the course,Write a paragraph about your course experience.
1RVU23CSE353,Urban,"In-class learning activities, other than discussions",No,T2,T2,T2,T2,R3,R2,R3,R4,R7,R8,R8,R7,R3,R3,R3,R3,R5,R5,R5,R5,5,5,5,5,Yourself,Yourself,Yourself,Yourself,NO,NO,NO,NO,NO,NO,NO,NO,Good (70 - 90%),It's overall a good experience. First time learning about data analysis was difficult but with time I was able to understand the concepts well. Good experience. Thanks.
1RVU23CSE349,Urban,"Lectures, including online lectures;Projects or portfolios;Teamwork or group activities;Student presentations",,T2,T2,T2,T3,R6,R6,R6,R5,R3,R3,R3,R3,R1,R1,R1,R1,R4,R4,R4,R5,5,5,5,4,NA(marks >2),NA(marks >2),NA(marks >2),NA(marks >2),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Good (70 - 90%),"As I reflect on the DAP course, I am not only equipped with valuable technical skills but also a heightened analytical mindset. The acquired knowledge is not just theoretical; it's a toolkit that empowers me to approach real-world data challenges with confidence. Overall, the DAP course has been a pivotal step in my professional development, opening doors to a myriad of opportunities in the ever-evolving realm of data analysis"
1RVU23CSE458,Urban,"Lectures, including online lectures;In-class learning activities, other than discussions;Teamwork or group activities",,T2,T2,T2,T2,R5,R5,R6,R6,R3,R3,R3,R3,R1,R1,R1,R1,R5,R5,R5,R5,5,5,4,4,NA(marks >2),NA(marks >2),NA(marks >2),Yourself,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Good (70 - 90%),"As I reflect on the DAP course, I am not only equipped with valuable technical skills but also a heightened analytical mindset. The acquired knowledge is not just theoretical; it's a toolkit that empowers me to approach real-world data challenges with confidence. Overall, the DAP course has been a pivotal step in my professional development, opening doors to a myriad of opportunities in the ever-evolving realm of data analysis"
1RVU23CSE288,Urban,"Lectures, including online lectures;Projects or portfolios;Teamwork or group activities",Yes,T1,T1,T1,T1,R6,R6,R6,R6,R7,R7,R7,R7,R9,R9,R9,R9,R5,R5,R5,R5,4,4,4,4,Yourself,Yourself,Yourself,Yourself,NO,NO,NO,NO,Yes,Yes,Yes,Yes,Excellent (> 90%),It was really good and we were able to communicate with our teacher very fluently
1RVU23CSE545,Urban,"Lectures, including online lectures;Class discussions, including online discussion boards;In-class learning activities, other than discussions;Projects or portfolios;Student presentations;We were asked to draw our conclusions and analyse the data from the existing material. We were always encouraged by Ramesh sir and Ashwini sir. ",Yes,T1,T2,T4,T4,R2,R7,R7,R6,R7,R6,R6,R3,R2,R2,R1,R1,R5,R3,R3,R3,5,4,4,4,NA(marks >2),NA(marks >2),NA(marks >2),NA(marks >2),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Good (70 - 90%),"DAP was a new course, especially since I had no prerequisites in python. The first class of the first CO was pretty unique and interesting as compared to other courses. Ramesh sir was very patient and encouraging and taught us how to understand datasets since the first CO. The course may have been a tad bit overwhelming at some point like the CO about storytelling. Ashwini sir always explained concepts in detail with examples which made the theory relatable to us. One suggestion may be to share the CO theory content with students as that would help us for class quizzes and other activities conducted at a later date after lectures. Overall was a good, decent course. I look forward to learn and make the best out of these kind of courses."
1RVU23CSE304,Urban,"Class discussions, including online discussion boards;In-class learning activities, other than discussions;Teamwork or group activities;Student presentations",No,T2,T2,T2,T2,R5,R5,R5,R6,R8,R3,R10,R2,R3,R4,R3,R4,R3,R2,R4,R3,3,3,3,3,Yourself,Yourself,Yourself,Yourself,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Good (70 - 90%),Well the course was some what helpful and enjoyable it was not stressful or something hard to stress over except the projects which was a good thing it made us think and implement all the concepts we learnt. The project was like the best part of the couse it enabled me to explore more and learn new concepts to get the outcomes required for our project so gained some extra knowledge their. I wish the course dived more deep into some concepts because everything felt surface level which not a bad thing still would have been a good thing in my opinion.
1RVU23CSE436,Urban,"Lectures, including online lectures;Class discussions, including online discussion boards;In-class clickers or other quick response methods;In-class learning activities, other than discussions;Projects or portfolios",No,T2,T1,T2,T2,R6,R6,R5,R6,R3,R4,R4,R3,R2,R2,R2,R3,R5,R5,R5,R5,3,4,3,3,Yourself,Yourself,Yourself,Yourself,NO,NO,NO,NO,NO,NO,NO,NO,Good (70 - 90%),"DAP was an interesting  and easy course. All the assignments were completed in class hours and we did not have any load to take to our home. Even for the final project, we used  the time given in our classes. Hence i didnt feel pushed to learn the subject."
1RVU23CSE369,Urban,"In-class learning activities, other than discussions;Outside-class homework, readings;Projects or portfolios;Teamwork or group activities;Fieldwork/ field trips;Writing work",Yes,T1,T1,T1,T1,R4,R4,R4,R4,R11,R11,R11,R11,R5,R5,R5,R5,R3,R3,R3,R3,4,4,4,4,Teacher,Teacher,Teacher,Teacher,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Good (70 - 90%),"All the important pdfs were sent a day before exam, we were thought only basics in class but the questions given in exams were too hard and also the time to understand and solve them"
1RVU23CSE026,Urban,"Lectures, including online lectures;Class discussions, including online discussion boards;In-class learning activities, other than discussions;Teamwork or group activities;Student presentations",Yes,T5,T3,T4,T6,R5,R7,R7,R7,R7,R5,R5,R5,R1,R1,R1,R1,R5,R5,R5,R5,3,5,5,5,NA(marks >2),NA(marks >2),NA(marks >2),NA(marks >2),Yes,NO,NO,NO,NO,NO,NO,NO,Excellent (> 90%),"Beginning with the measures of central tendencies to analysing the dataset as well as giving suggestions and insights based on the same was an amazing experience. By the end of this course, I have learnt how to clean, analyse, give insights and recommendations for any dataset provided to me. I also explored different types of graphs which can be used to analyse the dataset in a better way. Also,The explanation by Shobana ma'am is just incredible. "
1RVU23CSE331,Urban,"Class discussions, including online discussion boards;In-class learning activities, other than discussions;Projects or portfolios;Teamwork or group activities;Student presentations",Yes,T1,T2,T1,T2,R6,R6,R5,R6,R7,R6,R8,R7,R3,R1,R3,R1,R5,R5,R3,R4,5,5,4,5,NA(marks >2),NA(marks >2),NA(marks >2),NA(marks >2),NO,NO,NO,NO,NO,NO,NO,NO,Excellent (> 90%),"It was really a great course, got to learn about many concepts."
1RVU23CSE524,Urban,In-class clickers or other quick response methods;Teamwork or group activities;Student presentations,Yes,T1,T1,T1,T2,R7,R7,R7,R6,R6,R7,R7,R6,R3,R3,R3,R3,R5,R5,R5,R5,4,4,4,4,NA(marks >2),NA(marks >2),NA(marks >2),NA(marks >2),NO,NO,NO,NO,Yes,Yes,Yes,Yes,Excellent (> 90%),It was really a very good experience.
1RVU23CSE375,Urban,"In-class learning activities, other than discussions;Projects or portfolios;Teamwork or group activities;Fieldwork/ field trips",No,T1,T1,T1,T1,R6,R6,R6,R6,R2,R4,R2,R2,R2,R2,R2,R2,R3,R3,R3,R3,4,4,4,4,NA(marks >2),NA(marks >2),NA(marks >2),NA(marks >2),Yes,NO,NO,Yes,NO,NO,Yes,Yes,Excellent (> 90%),The course was pretty good. It was taught properly in class and I was able to keep up with the speed we were going in. The course teacher was also very nice and helpful
1RVU23CSE519,Urban,"Lectures, including online lectures;Class discussions, including online discussion boards;In-class clickers or other quick response methods;In-class learning activities, other than discussions;Outside-class homework, readings;Projects or portfolios;Teamwork or group activities;Student presentations;Guest lecturers",No,T2,T2,T2,T2,R7,R6,R6,R6,R7,R7,R7,R7,R1,R1,R1,R1,R5,R5,R5,R5,4,4,4,4,NA(marks >2),NA(marks >2),NA(marks >2),NA(marks >2),NO,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Excellent (> 90%),This course was outstanding and I truly enjoyed every bit of it. I wish to continue learning about data analysis. Even our faculty was extremely understanding about all our concerns and he made sure that all of us understood every topic properly. This was truly one of the best courses of this semester.
1RVU23CSE532,Urban,"In-class learning activities, other than discussions;Teamwork or group activities;Student presentations",Yes,T1,T2,T3,T3,R6,R6,R6,R6,R5,R5,R5,R5,R1,R1,R1,R1,R5,R5,R5,R5,3,3,3,3,NA(marks >2),NA(marks >2),NA(marks >2),NA(marks >2),NO,NO,NO,NO,NO,NO,NO,NO,Excellent (> 90%),A good practical course that helped us with understanding data analysis and it's applications on real life problems
1RVU23CSE098,Urban,"Lectures, including online lectures;Class discussions, including online discussion boards;Labs;Projects or portfolios;Teamwork or group activities",Yes,T1,T1,T1,T1,R7,R7,R7,R7,R5,R5,R5,R5,R4,R4,R4,R4,R5,R5,R5,R5,4,4,4,4,NA(marks >2),NA(marks >2),NA(marks >2),NA(marks >2),NO,NO,NO,NO,NO,NO,NO,NO,Good (70 - 90%),The course is indeed very useful for real world programming.our professor was a great guide and very helpful
1RVU23CSE440,Urban,"Lectures, including online lectures;Class discussions, including online discussion boards;In-class clickers or other quick response methods;In-class learning activities, other than discussions;Outside-class homework, readings;Projects or portfolios;Teamwork or group activities;Student presentations",No,T1,T3,T3,T2,R6,R6,R6,R5,R2,R4,R4,R7,R2,R1,R1,R3,R5,R5,R5,R4,4,4,4,3,NA(marks >2),NA(marks >2),NA(marks >2),NA(marks >2),NO,NO,Yes,Yes,NO,NO,Yes,Yes,Good (70 - 90%),"It was a good experience as this was a unique course which is dealing with the real life problems. It made me happy to learn this course because I got to know the application of the course as I don't know the direct applications of some courses. It made use of all kinds of measures, graphs etc., which made us to understand and analyse the data and its problem and to make recommendations in a easier way."
1RVU23CSE394,Urban,"In-class learning activities, other than discussions;Outside-class homework, readings;Projects or portfolios;Teamwork or group activities",No,T3,T3,T4,T5,R6,R6,R6,R6,R6,R6,R7,R5,R3,R3,R1,R1,R3,R5,R5,R5,4,5,4,4,NA(marks >2),NA(marks >2),NA(marks >2),NA(marks >2),Yes,Yes,Yes,Yes,NO,NO,NO,NO,Excellent (> 90%),"Concepts were presented in a way that was easy for learning. It made the learning experience more practical and engaging.The combination of theory and practical applications contributed to a comprehensive learning experience.The course was well-organized with a logical progression of topics.
 Effective use of technology and tools for data analysis demonstration.  Overall, I enjoyed the course and found it to be highly beneficial for my understanding of data analysis.
   "
1RVU23CSE515,Urban,In-class clickers or other quick response methods,Yes,T5,T4,T3,T4,R6,R6,R6,R6,R4,R4,R4,R4,R3,R3,R3,R3,R4,R4,R4,R4,4,4,4,4,NA(marks >2),NA(marks >2),NA(marks >2),NA(marks >2),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Excellent (> 90%),It was good
1RVU23CSE053,Rural,"Lectures, including online lectures;Class discussions, including online discussion boards;In-class clickers or other quick response methods;In-class learning activities, other than discussions;Projects or portfolios;Teamwork or group activities;Guest lecturers",No,T3,T3,T3,T4,R2,R2,R4,R2,R1,R1,R1,R1,R2,R3,R3,R3,R3,R4,R4,R4,3,3,3,3,NA(marks >2),NA(marks >2),NA(marks >2),NA(marks >2),Yes,Yes,Yes,Yes,Yes,NO,NO,Yes,Good (70 - 90%),It is a Good and upto now it is easy to understand and score in this course.
1RVU23CSE434,Urban,"Lectures, including online lectures;Class discussions, including online discussion boards;In-class clickers or other quick response methods;Labs;Projects or portfolios;Teamwork or group activities;Guest lecturers",Yes,T2,T2,T2,T2,R3,R4,R5,R3,R3,R3,R4,R5,R3,R3,R3,R3,R5,R5,R5,R5,3,3,4,3,NA(marks >2),NA(marks >2),NA(marks >2),Circumstances,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Good (70 - 90%),"Gained lot of knowledge , was a great experience in doing projects with team, innovative and creative."
1RVU23CSE497,Rural,Teamwork or group activities,Yes,T2,T3,T4,T4,R2,R2,R2,R4,R1,R1,R1,R1,R1,R1,R1,R1,R3,R3,R3,R3,4,4,4,4,Yourself,Yourself,Yourself,Yourself,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Good (70 - 90%),It was very nice class and I really enjoyed  it
1RVU23CSE477,Rural,"In-class learning activities, other than discussions;Projects or portfolios;Teamwork or group activities;Student presentations;Guest lecturers",Yes,T1,T1,T1,T1,R7,R7,R7,R7,R2,R2,R2,R2,R3,R3,R3,R3,R5,R5,R5,R5,4,4,4,4,NA(marks >2),NA(marks >2),NA(marks >2),NA(marks >2),Yes,Yes,Yes,Yes,NO,NO,NO,NO,Excellent (> 90%),"It was a good, usefull and easy to understand the course "
1RVU23CSE088,Urban,"Lectures, including online lectures;Class discussions, including online discussion boards;In-class learning activities, other than discussions;Projects or portfolios;Teamwork or group activities;Student presentations",Yes,T2,T2,T3,T5,R4,R4,R4,R5,R2,R3,R3,R3,R1,R1,R2,R2,R4,R4,R4,R3,3,3,3,2,NA(marks >2),NA(marks >2),NA(marks >2),Yourself,Yes,Yes,Yes,Yes,NO,NO,NO,NO,Good (70 - 90%)," I appreciate the opportunities for growth and learning that it has provided. There were moments of challenge that encouraged self-reflection and adaptation, leading to a more nuanced understanding of the subject matter. The course structure allowed for a mix of theoretical knowledge and practical application, fostering a well-rounded skill set. Constructive feedback from instructors and peers has been instrumental in refining my approach to coursework, emphasising collaboration and continuous improvement. Overall, the course has been a valuable journey, offering a balanced blend of challenges and achievements that contribute to my ongoing development in the field."
1RVU23CSE456,Urban,"Class discussions, including online discussion boards;Projects or portfolios;Teamwork or group activities",Yes,T1,T1,T2,T2,R7,R7,R7,R7,R8,R8,R7,R6,R3,R2,R1,R1,R5,R5,R5,R5,5,5,5,5,NA(marks >2),NA(marks >2),NA(marks >2),NA(marks >2),NO,NO,NO,NO,NO,NO,NO,NO,Excellent (> 90%),It was  a very different course compared to the others. It was very simple and well designed.
1RVU23CSE367,Urban,"In-class learning activities, other than discussions;Outside-class homework, readings;Teamwork or group activities;Student presentations;Fieldwork/ field trips",No,T2,T2,T2,T2,R4,R4,R4,R4,R5,R5,R5,R5,R3,R3,R3,R3,R4,R4,R4,R4,3,3,3,3,NA(marks >2),NA(marks >2),NA(marks >2),NA(marks >2),NO,NO,NO,NO,NO,NO,NO,NO,Good (70 - 90%),-
1RVU23CSE427,Urban,Teamwork or group activities;Student presentations,No,T1,T1,T2,T2,R3,R5,R6,R6,R1,R1,R2,R2,R5,R4,R3,R3,R3,R3,R3,R3,3,3,3,3,NA(marks >2),NA(marks >2),NA(marks >2),NA(marks >2),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Excellent (> 90%),"It was a great experience to learn new things, and I find data analysis to be a fascinating subject to study."
1RVU23CSE148,Urban,Teamwork or group activities,No,T1,T1,T4,T6,R3,R3,R3,R3,R1,R1,R1,R1,R9,R9,R9,R9,R3,R3,R3,R3,5,5,5,5,Teacher,Teacher,Teacher,Teacher,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Okay (40 - 70%),"course was good actually , but the learning experience was horible and could have been better which would have made students actually live the course rather than rote-based learning !!!"
1RVU23CSE197,Urban,"In-class learning activities, other than discussions;Projects or portfolios;Teamwork or group activities;Student presentations",No,T3,T4,T5,T5,R5,R6,R5,R6,R5,R1,R2,R5,R3,R3,R2,R7,R3,R3,R3,R3,4,4,3,3,NA(marks >2),NA(marks >2),NA(marks >2),NA(marks >2),NO,NO,NO,Yes,NO,NO,NO,Yes,Good (70 - 90%),"The course was good, but having some basic Python knowledge would make it even better. Adding more practical examples would make learning more enjoyable."
1RVU23CSE296,Urban,"In-class clickers or other quick response methods;In-class learning activities, other than discussions;Labs;Projects or portfolios;Teamwork or group activities;Student presentations",Yes,T3,T3,T4,T4,R7,R7,R7,R7,R1,R1,R5,R5,R2,R2,R2,R3,R5,R5,R5,R5,5,5,5,5,NA(marks >2),NA(marks >2),NA(marks >2),NA(marks >2),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Excellent (> 90%),it was excellent but in last assesment marks were given to submission time not according to quality of work as many of students did wrong work still they are getting more mark then us
1RVU23CSE047,Urban,"Class discussions, including online discussion boards;Teamwork or group activities",No,T2,T2,T3,T3,R6,R6,R4,R5,R5,R2,R6,R2,R3,R1,R3,R3,R5,R5,R5,R3,3,3,3,3,NA(marks >2),NA(marks >2),NA(marks >2),NA(marks >2),NO,NO,Yes,NO,NO,NO,NO,NO,Okay (40 - 70%),"I liked the DAP course. At first, I thought understanding Python was necessary before doing data analysis, which made it a bit hard. But as the course went on, I learned how to apply different measures to data and why it's important. That hands-on approach helped me understand better. I gained useful skills in data analysis with Python, and now I know when to use specific measures in different situations."
1RVU23CSE298,Urban,"In-class learning activities, other than discussions;Outside-class homework, readings;Projects or portfolios;Teamwork or group activities;Student presentations;Fieldwork/ field trips",Yes,T1,T3,T3,T5,R5,R5,R4,R5,R1,R6,R5,R3,R4,R3,R3,R2,R5,R5,R4,R4,5,5,4,3,Teacher,Teacher,Teacher,NA(marks >2),NO,NO,NO,Yes,NO,NO,NO,Yes,Excellent (> 90%),It is good course and teacher are very supportive  and also give advices on co
1RVU23CSE052,Urban,"Lectures, including online lectures;In-class learning activities, other than discussions;Teamwork or group activities;Student presentations",,T2,T3,T3,T4,R2,R2,R5,R5,R1,R12,R4,R4,R2,R2,R3,R3,R5,R5,R5,R5,3,3,3,4,NA(marks >2),NA(marks >2),NA(marks >2),NA(marks >2),Yes,Yes,Yes,Yes,NO,NO,NO,NO,Excellent (> 90%),"I thoroughly enjoyed the entire course. I had never thought that I could find data analysis this interesting. Our faculty, Ashwini sir was amazing. He didn't pressurize us too much about the subject and made this subject very interesting and easy to learn. I also enjoyed trying out new graphs, analysing datasets. I would really love to study more in this subject."
1RVU23CSE485,Rural,"Class discussions, including online discussion boards;In-class learning activities, other than discussions;Labs;Teamwork or group activities;Student presentations;Fieldwork/ field trips",No,T1,T2,T3,T1,R1,R6,R4,R4,R1,R2,R4,R3,R4,R3,R3,R4,R5,R3,R3,R3,2,3,3,3,Yourself,NA(marks >2),NA(marks >2),NA(marks >2),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Okay (40 - 70%),The overall experience was okay. Since we had no knowledge of python we felt it little hard initially. It helped us understand things clearly. Concepts were interesting. But there should be some changes in teaching methodology.
1RVU23CSE290,Urban,"In-class clickers or other quick response methods;In-class learning activities, other than discussions;Labs;Projects or portfolios;Teamwork or group activities;Student presentations",Yes,T2,T3,T3,T3,R6,R6,R6,R6,R6,R6,R6,R6,R1,R1,R1,R1,R4,R4,R4,R4,4,4,4,4,Yourself,Yourself,Yourself,Yourself,NO,NO,NO,NO,NO,NO,NO,NO,Excellent (> 90%),The course was really helpful and helped me to understand more about the python language and really usefull for the future use as well
1RVU23CSE451,Urban,"In-class learning activities, other than discussions;Teamwork or group activities;Student presentations",No,T3,T4,T5,T4,R3,R2,R2,R4,R2,R1,R1,R8,R4,R4,R4,R4,R2,R3,R4,R3,3,3,2,2,NA(marks >2),NA(marks >2),Yourself,Yourself,NO,NO,NO,NO,NO,NO,NO,NO,Good (70 - 90%),.
1RVU23CSE363,Urban,"Lectures, including online lectures;Class discussions, including online discussion boards;In-class clickers or other quick response methods;In-class learning activities, other than discussions;Projects or portfolios;Teamwork or group activities",No,T5,T3,T4,T4,R6,R6,R6,R6,R6,R6,R6,R6,R3,R3,R3,R3,R4,R4,R4,R4,5,5,5,5,NA(marks >2),NA(marks >2),NA(marks >2),NA(marks >2),NO,NO,Yes,Yes,NO,NO,NO,NO,Good (70 - 90%),"I thoroughly enjoyed my Python classes. The course provided a solid foundation in programming, and Python's simplicity and versatility made the learning process engaging and accessible. Vaidhya sir was very knowledgeable and adept at explaining complex concepts in a way that resonated with students. Practical exercises and hands-on projects allowed me to apply theoretical knowledge to real-world scenarios, reinforcing my understanding of Python programming. "
1RVU23CSE548,Rural,"Lectures, including online lectures;Class discussions, including online discussion boards;In-class learning activities, other than discussions;Labs;Projects or portfolios;Teamwork or group activities;Fieldwork/ field trips",Yes,T6,T7,T7,T5,R6,R6,R5,R7,R2,R6,R5,R7,R3,R2,R6,R3,R2,R3,R3,R5,4,4,2,4,NA(marks >2),NA(marks >2),Yourself,NA(marks >2),Yes,Yes,Yes,Yes,NO,NO,NO,NO,Good (70 - 90%),It was overall a great package and was not disappointed with the course. Ashwini sir handled the course very well which made me understand the topics clearly.
1RVU23CSE146,Urban,"In-class learning activities, other than discussions;Labs;Projects or portfolios;Teamwork or group activities;Student presentations;Guest lecturers;Fieldwork/ field trips",No,T2,T2,T2,T2,R6,R6,R6,R6,R2,R2,R2,R2,R3,R3,R3,R3,R5,R5,R5,R5,3,3,3,3,Yourself,Yourself,Yourself,Yourself,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Excellent (> 90%),It was informative
1RVU23CSE481,Rural,"Lectures, including online lectures;Class discussions, including online discussion boards;Outside-class homework, readings;Labs;Projects or portfolios;Teamwork or group activities;Student presentations;Guest lecturers;Fieldwork/ field trips",No,T3,T4,T5,T6,R6,R6,R6,R6,R8,R8,R8,R8,R1,R1,R1,R1,R5,R5,R5,R5,3,4,3,4,Circumstances,Circumstances,Circumstances,Circumstances,NO,NO,NO,NO,NO,NO,NO,NO,Excellent (> 90%),"My course experience was enriching and effective due to the dynamic blend of interactive learning tools,  and a collaborative environment. Engaging activities and practical examples not only enhanced my understanding but also made the content more applicable. The curated list of supplementary resources provided valuable insights, and group discussions fostered a sense of shared learning. Overall, the course structure and resources contributed significantly to a positive and comprehensive learning journey."
1RVU23CSE335,Urban,"Lectures, including online lectures;In-class clickers or other quick response methods;In-class learning activities, other than discussions;Projects or portfolios;Teamwork or group activities;Student presentations",Yes,T1,T1,T2,T2,R6,R6,R6,R6,R5,R5,R5,R5,R1,R1,R1,R1,R5,R5,R5,R5,5,5,5,5,NA(marks >2),NA(marks >2),NA(marks >2),NA(marks >2),Yes,Yes,Yes,Yes,NO,NO,NO,NO,Excellent (> 90%),"Delving into a new subject has brought immense joy and satisfaction to my learning journey. The excitement of exploring and understanding the intricacies of data analysis has made the experience truly enjoyable. Unraveling the concepts and having fun with the analysis process has added a layer of fulfillment to each learning session. The prospect of acquiring new knowledge in this subject has infused a sense of enthusiasm and happiness, turning the learning process into a delightful adventure."
its 534,Urban,"Class discussions, including online discussion boards;Projects or portfolios;Teamwork or group activities;Student presentations",No,T2,T2,T2,T2,R7,R7,R7,R7,R1,,,,R1,R1,R1,R1,R5,R5,R5,R5,5,5,5,5,NA(marks >2),NA(marks >2),NA(marks >2),NA(marks >2),NO,NO,NO,NO,NO,NO,NO,NO,Excellent (> 90%),"The course was wonderful and joyful, it was a good journey throughout the course. Had learnt various applications and methods of internalising the teachings, the prof especially, Prof. Ramesh Sundararaman sir, was a wonderful mentor and guide; was very passionate, dedicated and helpful throughout the course, "
1RVU23CSE472,Urban,"Lectures, including online lectures;Class discussions, including online discussion boards;In-class clickers or other quick response methods;In-class learning activities, other than discussions;Labs;Projects or portfolios;Teamwork or group activities;Student presentations;Fieldwork/ field trips",Yes,T2,T2,T3,T3,R7,R7,R7,R7,R6,R6,R7,R7,R3,R3,R3,R3,R5,R5,R5,R5,5,4,5,5,NA(marks >2),NA(marks >2),NA(marks >2),NA(marks >2),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Excellent (> 90%),"My experience in the course was enriching and well-structured. The curriculum effectively guided us through understanding the fundamentals of data analysis and machine learning, allowing us to implement these concepts seamlessly in the culmination of the course, CO9. The well-designed modules facilitated a smooth progression from grasping the basics, such as measures of central tendencies and data visualization techniques, to applying advanced skills in real-world scenarios. The incorporation of GenAI and other resources was instrumental in quickly getting started with data analysis. What stood out was the practical application of knowledge in CO9, where we had the opportunity to tackle a new dataset and apply the comprehensive skill set acquired throughout the course. This hands-on approach not only reinforced our understanding but also prepared us for the challenges of data-driven projects in diverse contexts. Overall, the course provided a solid foundation and a practical framework for implementing data analysis methodologies, making it a valuable learning experience."
1RVU23CSE525,Urban,"In-class learning activities, other than discussions;Projects or portfolios;Teamwork or group activities",No,T2,T2,T2,T2,R6,R6,R5,R5,R8,R8,R8,R8,R2,R2,R2,R2,R5,R4,R4,R5,3,4,3,3,Circumstances,Circumstances,Circumstances,Circumstances,NO,NO,NO,NO,NO,NO,NO,Yes,Excellent (> 90%),"To enhance the course, I would suggest integrating more real-world applications for practical understanding, incorporating interactive elements to boost engagement, and providing additional curated resources for a deeper exploration of the subject matter."
1RVU23CSE258,Urban,"Class discussions, including online discussion boards;In-class learning activities, other than discussions;Teamwork or group activities",No,T4,T6,T5,T5,R7,R6,R6,R6,R7,,R3,R7,R3,R3,R3,R3,R3,R3,R3,R4,4,4,3,4,NA(marks >2),NA(marks >2),NA(marks >2),NA(marks >2),NO,NO,NO,NO,NO,NO,Yes,Yes,Good (70 - 90%),all in all it was a good experience of the course and the faculty. the faculty was friendly and taught well. the course as well as faculty was interactive which led to our better understanding.
1RVU23CSE310,Urban,"Lectures, including online lectures;Class discussions, including online discussion boards;In-class clickers or other quick response methods;In-class learning activities, other than discussions;Labs;Projects or portfolios;Teamwork or group activities;Student presentations",Yes,T3,T2,T4,T3,R5,R6,R5,R5,R2,R4,R3,R5,R2,R2,R3,R3,R5,R4,R4,R5,4,5,5,5,Circumstances,Circumstances,Yourself,Yourself,Yes,Yes,Yes,Yes,NO,NO,NO,NO,Excellent (> 90%),Overall this course itself is nice because of our faculty Prof. Ashwini Kumar Sir. We enjoyed this course very much because of the activities conducted by the faculty and also the tests were conducted in a very descent manner. Thank you sir for putting in your efforts for us to understand the concept.
1RVU23CSE171,Urban,"Lectures, including online lectures;Class discussions, including online discussion boards;In-class clickers or other quick response methods;In-class learning activities, other than discussions;Outside-class homework, readings;Labs;Projects or portfolios;Teamwork or group activities;Student presentations;Guest lecturers;Fieldwork/ field trips;Writing work",No,T1,T2,T3,T2,R6,R6,R6,R6,,,,,R1,R3,R1,R2,R3,R3,R3,R5,3,3,3,3,NA(marks >2),NA(marks >2),NA(marks >2),NA(marks >2),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Excellent (> 90%),Overall course was itself a very creative and helpful in building our skills at initial stage .we learnt a new way to see data with the help of python language.the experience was a unique journey in its own form. From the starting only the learning was executed in such a helpful and interesting way where we were supposed to give an assessment before starting the new CO which helped us a lot in understanding the topics better in the given time that helps a lot instead of dealing with backlogs at semester ends .
1RVU23CSE152,Urban,"In-class learning activities, other than discussions;Outside-class homework, readings;Projects or portfolios;Teamwork or group activities;Student presentations",No,T2,T2,T3,T3,R5,R7,R4,R6,R2,R4,R5,R3,R5,R4,R6,R2,R3,R5,R4,R4,4,5,4,4,NA(marks >2),NA(marks >2),NA(marks >2),NA(marks >2),NO,NO,Yes,Yes,NO,NO,Yes,Yes,Good (70 - 90%),The course in general was very good but it would’ve been really helpful if we were taught the basics of python first because starting off with data analysis concepts directly made it a bit tough because many of us did not know anything about python. We learnt a lot of new concepts in the field of data analysis and learnt a bit of python as well. The project also made us learn a lot of new things
